IQ,CGPA,Internship_Experience,Projects_Completed,Placement
110,6.41,No,5,No
106,7.2,Yes,1,No
100,9.01,No,5,Yes
110,9.84,Yes,4,No
108,9.48,Yes,2,No
94,10.03,Yes,0,No
91,6.19,No,4,No
101,5.48,Yes,3,No
123,8.07,No,4,Yes
81,6.49,Yes,5,No
77,8.9,No,3,No
102,8.21,No,3,No
100,10.24,No,0,No
102,5.83,No,4,No
103,7.52,Yes,0,No
96,7.38,No,2,No
122,6.09,No,2,No
75,8.33,Yes,2,No
87,7.57,Yes,2,No
98,7.33,No,3,No
75,6.58,Yes,5,No
97,5.06,No,2,No
124,7.52,Yes,0,No
100,6.53,No,5,No
103,4.61,Yes,4,No
81,6.58,No,4,No
90,6.19,Yes,0,No
94,7.13,No,1,No
95,5.48,No,1,No
119,7.47,No,1,No
108,8.01,Yes,1,No
83,8.64,No,3,Yes
103,9.03,No,3,No
107,6.78,No,4,No
117,7.64,No,4,No
123,9.42,Yes,3,Yes
84,7.41,Yes,3,No
87,8.71,No,4,No
81,6.81,Yes,0,No
96,7.25,No,3,No
106,9.07,No,0,No
114,5.94,No,2,No
98,7.08,Yes,0,No
95,5.9,No,0,No
102,6.54,No,3,No
87,6.52,No,2,No
131,8.03,Yes,1,No
75,8.49,Yes,0,No
102,8.78,Yes,2,No
130,7.18,Yes,2,Yes
100,9.47,No,3,No
97,7.47,No,2,No
94,6.78,No,5,No
97,9.59,No,1,No
120,9.05,Yes,3,Yes
66,8.77,No,5,No
123,6.03,No,0,No
78,7.17,No,3,No
96,9.05,Yes,0,No
93,7.84,No,3,No
108,8.03,No,2,No
76,7.93,No,1,No
106,9.34,No,3,No
130,6.02,Yes,5,No
79,7.9,Yes,4,No
102,5.7,No,2,No
90,8.69,No,3,No
106,8.39,No,2,No
100,5,Yes,4,No
90,8.45,No,5,No
107,7.55,No,2,No
127,5.34,Yes,2,No
97,7.59,No,3,No
110,6.18,Yes,2,No
80,7.41,Yes,5,No
85,6.51,No,3,No
107,8.49,Yes,1,No
122,8.43,No,4,Yes
105,7.91,No,5,No
95,5.59,No,5,No
99,9.27,Yes,0,No
81,8.49,Yes,4,No
109,4.68,No,2,No
113,9.3,No,5,Yes
93,5.7,Yes,3,No
92,7.53,Yes,0,No
103,7.17,Yes,0,No
93,7.37,No,5,No
99,9.06,No,2,No
131,6.92,Yes,5,Yes
96,4.89,No,0,No
94,10.2,Yes,3,No
90,9.69,No,2,No
111,8.64,No,5,Yes
97,7.49,No,4,No
90,5.1,No,2,No
119,9.04,Yes,2,Yes
121,5.01,No,0,No
90,5.24,No,5,No
72,7.76,No,1,No
115,5.86,Yes,0,No
89,4.66,Yes,5,No
111,6.65,Yes,5,No
70,5.99,Yes,1,No
113,6.03,Yes,2,No
81,4.96,Yes,2,No
110,5.66,No,5,No
100,8.97,No,4,Yes
85,9.31,Yes,0,No
93,7.76,Yes,4,No
110,7.28,No,3,No
101,5.15,No,2,No
108,5.09,No,5,No
129,6.41,No,5,No
76,7.34,Yes,4,No
124,8.33,No,3,Yes
101,7.6,No,1,No
86,7.15,No,0,No
80,5.58,No,3,No
97,9.02,No,0,No
113,7.2,No,2,No
98,8.92,No,5,No
122,7.52,No,1,No
78,9.17,No,2,No
99,9.5,No,3,No
81,9.22,No,1,No
105,8.17,Yes,3,No
113,7.08,No,0,No
93,6.38,Yes,2,No
60,9.49,Yes,0,No
102,7.29,Yes,1,No
106,5.7,Yes,4,No
106,6.9,Yes,0,No
118,5.7,Yes,1,No
83,7.77,No,1,No
110,7.58,Yes,3,No
117,6.57,Yes,0,No
73,5.13,No,2,No
104,10.04,No,0,No
92,9.09,Yes,3,No
98,9.56,No,1,No
105,6.5,No,2,No
92,8.37,Yes,4,No
89,7.05,No,5,No
100,5.67,No,2,No
83,5.65,No,5,No
83,7.2,Yes,0,No
110,5.55,Yes,2,No
82,10.45,Yes,0,No
109,4.79,Yes,2,No
106,7.64,Yes,0,No
74,6.94,No,5,No
89,6.91,No,1,No
117,7.42,No,1,No
85,6.2,Yes,0,No
93,8.62,Yes,0,No
106,6.46,No,4,No
111,7.95,No,0,No
96,8.46,No,3,Yes
91,9.62,No,5,No
121,9.65,Yes,0,Yes
126,8.15,Yes,1,No
114,7.16,No,2,Yes
101,7.11,No,1,No
87,8.97,Yes,3,No
87,9.34,Yes,2,Yes
107,5.91,Yes,1,No
106,6.81,Yes,0,No
121,9.06,No,5,Yes
109,6.89,Yes,0,No
77,6.42,No,2,No
115,6.94,No,5,No
85,7.81,No,4,No
94,9.75,No,3,No
103,7.01,No,1,No
129,6.38,No,1,No
146,5.37,Yes,3,No
109,5.6,Yes,1,No
97,7.42,No,2,No
108,7.29,Yes,4,No
113,6.09,Yes,2,No
95,8.48,No,4,No
126,8.7,No,5,Yes
103,6.37,No,0,No
107,6.51,No,4,No
109,10.11,Yes,4,No
106,6.87,Yes,4,No
112,8.63,No,1,No
90,7.59,No,4,No
91,9.2,Yes,3,No
83,8.74,No,0,No
106,8.69,No,0,No
111,9.69,No,1,Yes
106,9.74,No,2,No
125,7.61,Yes,3,Yes
99,6.61,No,2,No
110,6.68,No,4,No
83,8.34,No,2,No
94,8.08,No,3,Yes
110,6.12,No,1,No
112,5.68,Yes,1,No
95,8.55,Yes,4,No
98,6.71,No,3,No
77,7.09,Yes,1,No
94,8.29,Yes,4,No
113,7.91,No,2,No
108,5.89,No,3,No
107,5.93,No,1,No
100,5.65,Yes,3,No
100,6.01,Yes,1,No
90,7.57,Yes,5,No
110,7.36,No,1,No
106,5.56,No,3,No
107,5.74,Yes,1,No
92,5.88,Yes,2,No
67,10.09,Yes,4,No
116,6.91,No,5,Yes
92,8.89,Yes,0,No
87,9.33,Yes,3,No
110,7.95,Yes,3,No
94,8.56,No,4,No
115,6.34,Yes,2,No
109,8.75,Yes,0,No
110,5.94,Yes,2,No
79,8.86,Yes,3,No
118,5.58,No,0,No
103,8.81,Yes,1,No
94,5.29,No,5,No
102,9.33,No,3,No
73,6.47,No,2,No
106,8.68,Yes,4,No
84,7.04,Yes,1,No
79,6.61,No,0,No
77,8.27,No,3,No
116,9.94,No,4,Yes
90,5.34,No,4,No
123,10.03,No,2,Yes
91,8.35,Yes,5,Yes
74,9.1,Yes,4,Yes
83,6.63,No,2,No
118,7.31,No,0,No
97,9.53,No,3,No
91,7.41,No,0,No
102,8.13,No,5,No
107,5.21,No,2,No
116,5.82,Yes,0,No
121,7.73,No,3,No
94,8.15,Yes,3,Yes
80,7.57,No,4,No
93,5.27,Yes,5,No
103,7.13,No,2,No
85,6.62,No,0,No
85,7.62,No,4,No
105,9.39,Yes,4,No
99,8.98,Yes,0,No
100,5.39,Yes,2,No
88,9.23,No,2,No
96,7.81,No,5,No
86,8.31,No,3,Yes
113,6.14,Yes,2,Yes
115,8.16,No,4,Yes
72,6.19,Yes,3,No
86,6.8,Yes,1,No
77,4.65,Yes,3,No
90,5.69,Yes,4,No
98,5.7,Yes,5,No
78,5.97,No,0,No
86,5.56,Yes,0,No
84,8.24,Yes,5,No
103,5.04,Yes,5,No
101,8.5,No,0,No
89,6.06,Yes,4,No
102,9.75,No,5,Yes
91,9.41,Yes,3,No
95,5.82,No,0,No
125,8.52,No,2,Yes
120,4.84,No,1,No
80,9.97,No,0,No
112,7.48,No,5,No
112,5.71,No,0,No
82,6.58,No,1,No
112,5.23,No,2,Yes
123,7.1,No,1,No
83,8.81,No,0,No
86,7.83,Yes,0,No
115,7.13,No,3,Yes
104,5.85,No,5,No
108,6.28,No,4,No
105,5.76,No,3,No
105,9.4,No,3,Yes
80,5.67,No,3,No
115,8.1,No,3,Yes
117,6.75,No,3,No
96,6.19,No,2,No
99,8.59,No,5,No
77,7.15,No,4,No
107,6.71,Yes,4,No
108,7.92,Yes,5,No
99,7.17,Yes,4,No
116,6.52,No,2,Yes
94,8.2,No,2,No
108,8.47,No,5,Yes
84,5.49,Yes,2,No
99,7,Yes,0,No
97,5.69,Yes,4,No
103,6.03,Yes,1,No
94,7.33,No,3,No
98,9.46,No,0,No
112,9.86,No,0,Yes
93,4.93,No,3,No
75,7.18,No,0,No
126,8.34,Yes,2,Yes
120,5.25,No,0,No
80,8.96,No,4,Yes
110,8.69,No,4,No
92,9.37,No,5,No
103,5.17,Yes,5,No
104,5.63,No,1,No
96,9.39,Yes,4,Yes
88,7.85,No,3,No
89,9.28,No,3,No
86,5.29,Yes,4,No
87,7.86,Yes,2,No
98,7.66,No,4,No
89,5.51,No,2,No
110,8,No,5,No
122,8.42,No,3,Yes
91,5.98,No,4,No
103,6.75,Yes,5,No
107,8.62,Yes,1,No
107,7.25,No,3,No
101,9.07,No,1,No
111,6.31,No,3,No
107,6.31,Yes,0,No
81,10.37,No,5,No
113,9.62,No,0,No
113,5.31,No,0,No
88,8.46,No,1,No
100,5.19,No,2,No
110,5.1,Yes,3,No
96,6.82,No,0,No
116,6.21,Yes,1,No
135,9.48,No,3,Yes
88,8.17,No,0,No
79,10.03,No,0,No
104,8.66,No,0,No
110,7.45,No,1,No
96,7.99,No,2,No
121,9.69,No,5,Yes
79,8.27,Yes,5,No
110,9.26,Yes,0,No
90,9.34,No,0,No
125,5.11,Yes,2,Yes
129,8.55,Yes,5,Yes
88,9.28,No,2,No
91,10.11,No,4,No
112,6.5,No,0,No
94,7.56,No,5,No
99,8.83,Yes,3,No
100,6.47,No,4,No
71,7.76,No,3,No
99,6.72,Yes,2,No
89,6.84,No,5,No
92,7.12,No,4,No
121,7.83,No,1,No
81,7.15,No,4,No
112,7.08,No,4,No
95,6.71,No,2,No
95,6.11,Yes,0,No
111,5.47,No,2,No
105,5.71,Yes,2,No
108,8.37,No,2,Yes
114,8.46,No,3,Yes
95,5.68,No,5,No
90,5.3,No,1,No
83,8.3,Yes,3,No
87,6.44,No,4,No
144,9.88,Yes,2,Yes
118,8.95,Yes,5,Yes
79,7.12,No,0,No
80,6.76,No,2,No
107,7.59,No,3,No
108,5.62,Yes,5,No
108,5.93,No,1,No
96,5.85,Yes,3,No
98,9.16,Yes,2,No
104,7.55,No,5,No
101,4.94,Yes,1,No
66,8.4,Yes,0,No
96,7.3,No,3,No
87,7.78,Yes,5,No
102,5.93,Yes,3,No
144,7.83,No,5,No
105,10.31,No,4,No
95,5.85,No,5,No
113,6.15,Yes,1,No
107,5.9,No,3,No
106,6.42,No,4,No
109,6.8,Yes,0,No
130,8.61,No,5,Yes
83,9.41,No,3,Yes
107,6.32,No,3,No
86,8.01,No,2,Yes
108,8.17,No,3,No
86,7.58,No,0,No
93,7.25,Yes,5,No
95,5.68,Yes,4,No
114,7.47,No,5,No
113,6.52,No,1,No
81,8.96,No,0,No
100,8.66,Yes,1,No
89,5.84,No,0,No
81,5.58,Yes,5,No
96,9.42,No,5,No
95,7.19,No,4,No
136,9.04,No,2,Yes
106,5.42,Yes,4,No
79,7.2,Yes,5,No
91,7.31,No,1,No
115,9.45,No,1,Yes
131,5.75,Yes,5,No
76,6.02,No,3,No
71,7.02,No,5,No
128,9.78,Yes,2,Yes
105,10.14,Yes,4,Yes
86,9.77,No,5,No
108,10.11,Yes,4,No
60,5.12,Yes,1,No
100,5.72,No,2,No
104,5.72,No,4,No
113,7.01,No,2,No
84,9.42,Yes,2,No
101,9.46,No,4,No
86,6.23,No,5,No
103,7.86,Yes,2,No
86,9.21,No,5,Yes
93,7.25,No,0,No
85,5.96,Yes,1,No
109,7.29,Yes,2,No
112,7.02,No,2,Yes
96,8.01,Yes,0,No
100,6.82,No,3,No
78,4.98,No,2,No
95,10.18,No,4,No
99,8.19,Yes,5,No
139,7.04,No,5,Yes
83,9.68,No,3,No
121,5.38,Yes,5,No
114,5.69,No,5,No
104,8.92,No,5,Yes
126,6.34,Yes,3,Yes
105,8.73,Yes,0,No
105,6.09,Yes,4,No
99,5.45,No,5,No
118,8.05,No,3,Yes
116,5.8,Yes,2,No
90,8.98,No,0,No
80,7.97,Yes,0,No
96,10.05,No,0,No
87,9.08,Yes,5,No
99,6.2,Yes,1,No
118,8.55,No,3,Yes
93,8.31,No,5,No
99,8.37,No,4,No
100,8.95,No,4,No
112,7.63,No,1,No
66,7.41,No,5,No
90,8.39,Yes,2,No
103,6.02,No,3,No
118,5.98,Yes,0,No
92,7.75,Yes,1,No
71,5.81,No,1,No
109,5.52,No,3,No
90,4.81,No,4,No
82,7.98,No,5,No
90,6.67,Yes,3,No
97,8.91,No,4,No
90,6.85,No,3,No
66,7.89,No,4,No
113,6.89,No,5,No
119,8.49,No,1,Yes
109,6.54,No,4,No
82,9.83,Yes,3,No
96,9.73,No,2,No
99,9.07,No,3,Yes
108,9.57,No,1,No
110,7.03,Yes,4,No
88,7.19,No,4,No
101,8.43,No,4,No
106,8.68,No,1,No
121,9.72,No,5,Yes
110,8.36,No,3,Yes
111,9.9,No,4,Yes
101,6.28,Yes,2,No
121,8.9,Yes,5,Yes
106,8.77,No,2,No
87,8.57,Yes,0,No
121,6.34,No,2,No
110,8.69,Yes,0,No
93,9.82,Yes,4,No
92,5.8,Yes,1,No
104,7.96,No,1,No
106,7.12,No,1,No
102,10.01,No,4,No
104,7.35,No,4,No
125,6.54,No,3,Yes
116,6.63,Yes,5,No
102,8.51,Yes,2,No
114,5.04,No,4,Yes
84,8.14,No,2,Yes
105,10.03,No,1,No
127,9.21,No,2,Yes
96,5.56,Yes,3,No
87,10.29,Yes,1,No
90,8.13,No,2,No
83,6.02,Yes,3,No
88,5.48,Yes,5,No
94,5.94,Yes,2,No
78,8.88,No,3,No
100,4.74,Yes,2,No
113,5.93,Yes,1,No
86,8.39,No,1,No
122,7.94,Yes,0,No
107,8.48,Yes,3,No
115,8.45,Yes,2,Yes
90,5.19,Yes,5,No
112,9.43,No,2,Yes
83,6.21,Yes,2,No
113,7.98,No,4,No
102,7.77,Yes,3,No
108,5.42,No,2,No
82,9.44,No,0,No
86,7.36,No,1,No
108,4.83,No,4,No
85,9.94,Yes,4,Yes
106,7.65,No,1,No
79,8.94,No,5,No
112,7.62,No,5,No
81,9.12,Yes,4,No
108,5.45,Yes,0,No
109,6.55,No,0,No
89,7.46,No,1,No
108,5.82,No,3,No
103,8.45,No,5,Yes
91,7.28,Yes,4,No
84,6.24,No,2,No
70,5.36,No,5,No
105,8.36,No,2,No
76,8.96,Yes,0,No
101,7.16,No,3,No
96,7.53,Yes,3,No
110,5.87,No,5,No
95,7.92,No,4,No
95,5.24,No,5,No
110,7.83,No,4,No
105,8.39,No,1,No
104,9.92,No,0,No
107,6.95,Yes,1,No
76,8.4,No,1,No
111,7.59,No,3,No
109,9.69,Yes,4,No
84,6.82,No,2,No
96,6.32,Yes,1,No
99,9.41,Yes,0,No
97,5.42,Yes,1,No
105,5.56,No,2,No
121,5.71,No,2,No
116,9.46,No,0,No
80,5.28,Yes,5,No
109,9.8,Yes,2,No
119,7.06,No,2,No
105,5.16,Yes,5,No
116,7.37,No,2,Yes
130,6.01,No,1,No
115,8.41,No,0,Yes
103,8.31,No,1,No
115,7.53,Yes,5,No
102,4.76,No,0,No
100,8.77,Yes,2,No
94,9.51,No,2,No
123,8.97,No,4,Yes
87,9.34,No,2,No
122,5.69,Yes,0,No
107,8.97,No,3,No
79,6.97,No,0,No
105,4.97,No,2,No
68,8.98,No,2,No
109,9.77,No,3,No
113,8.2,No,2,Yes
91,6.31,No,4,No
101,6.24,No,3,No
129,7.53,No,1,No
92,9.84,No,5,No
84,5.45,Yes,4,No
122,8.96,No,0,No
129,6.4,No,5,No
100,9.5,Yes,5,Yes
115,9.47,Yes,4,Yes
120,7.02,No,4,Yes
88,6.98,No,2,No
92,8.93,Yes,1,No
118,8.1,No,3,Yes
125,8.81,No,5,Yes
108,8.12,Yes,4,No
86,5.9,Yes,5,No
129,8.78,No,2,Yes
92,6.18,Yes,4,No
94,9.87,Yes,1,No
105,6.11,Yes,3,No
123,8.39,Yes,2,Yes
112,6.84,Yes,4,No
106,6.52,Yes,1,No
106,6.7,No,0,No
100,8.27,No,0,No
108,7.69,Yes,1,No
62,9.73,No,5,No
95,6.43,Yes,3,No
103,8.56,No,4,No
82,8.47,Yes,4,No
105,5.68,No,1,No
96,7.43,Yes,4,No
126,7.48,No,3,No
123,7.18,Yes,1,No
93,7.01,Yes,5,No
97,8.87,No,0,No
98,6.48,No,0,No
93,8.05,No,2,No
102,10.11,No,5,No
88,7.47,Yes,5,No
83,7.6,No,0,No
109,4.9,No,4,No
109,9.17,Yes,3,No
87,6.55,No,3,No
113,7.98,No,2,No
90,9.43,Yes,5,No
103,7.96,Yes,4,No
112,8.56,Yes,5,Yes
99,7.49,No,1,No
106,5.08,No,2,No
92,8.71,No,4,Yes
97,4.93,No,1,No
96,8.3,Yes,0,No
88,5.21,Yes,0,No
97,9.28,No,1,No
76,5.63,No,2,No
92,7.44,Yes,1,No
95,7.86,Yes,5,No
96,7.76,Yes,4,No
96,6.43,Yes,5,No
99,7.66,Yes,5,No
107,6.77,Yes,1,No
113,6.7,Yes,4,Yes
90,7.28,No,4,No
81,8.09,No,0,No
84,6.37,No,4,No
92,9.85,No,3,No
94,7.56,No,5,No
88,5.72,No,0,No
80,6.93,Yes,5,No
93,9.67,No,0,No
102,5.51,Yes,1,No
108,8.06,Yes,4,Yes
91,8.03,No,5,Yes
93,6.09,Yes,1,No
86,8.77,No,4,No
99,6.76,No,0,No
87,6.39,Yes,3,No
108,9.4,Yes,5,No
73,8.53,Yes,0,No
94,9.08,No,2,Yes
104,8.21,Yes,1,No
102,8.96,No,3,No
140,9.47,Yes,1,No
105,4.92,Yes,4,No
84,8.91,No,1,No
98,8.43,No,0,No
73,5.17,No,0,No
98,7.47,No,1,No
87,5.71,No,4,No
113,8.27,No,4,Yes
91,8.09,No,3,No
98,9.58,No,0,No
90,5.42,No,1,No
126,7.76,No,3,Yes
95,5.65,Yes,2,No
127,7.66,No,3,Yes
112,8.8,Yes,5,Yes
107,8.32,Yes,2,No
105,9.51,No,2,No
105,9.29,Yes,3,No
71,5.35,No,0,No
95,6.65,Yes,3,No
112,8.63,No,3,Yes
99,7.44,No,5,No
78,5.58,No,0,No
99,8.14,No,0,No
125,6.97,Yes,5,Yes
118,6.52,No,0,No
99,9.08,Yes,0,No
114,7.19,Yes,5,Yes
94,4.91,No,0,No
74,5.59,No,5,No
86,9.45,Yes,0,No
123,9.95,No,3,Yes
95,8.36,No,5,No
96,7.28,No,1,No
95,9.46,Yes,1,No
128,8.39,No,1,No
124,9.03,No,3,Yes
133,9.07,Yes,0,Yes
97,6.45,Yes,2,No
104,6.94,No,0,No
77,6.24,No,4,No
122,6.39,No,0,No
82,8.73,No,5,No
103,9.58,No,5,No
83,8.82,No,1,No
91,7.03,No,0,No
87,5.12,Yes,0,No
90,5.74,Yes,5,No
91,6.96,No,4,No
91,7.21,No,2,No
112,8.35,No,2,Yes
83,5.06,No,1,No
103,9.69,Yes,5,No
118,6.53,Yes,2,No
92,9.14,No,1,No
89,8.03,Yes,3,Yes
96,5.21,No,4,No
117,8.71,No,0,No
102,8.94,Yes,4,No
92,7.26,Yes,2,No
107,7.7,No,5,No
83,5.15,Yes,0,No
110,8.39,No,4,Yes
106,9.44,No,4,No
95,5.07,Yes,5,No
87,6.4,No,5,No
86,9.69,No,1,No
108,6.6,No,5,No
118,8.41,No,5,Yes
90,7.67,Yes,5,No
106,8,No,3,No
68,7.22,Yes,4,No
91,6.69,No,5,No
99,5.39,Yes,0,No
86,8.81,Yes,3,Yes
85,8.39,No,3,No
89,8.06,Yes,5,Yes
104,7.98,No,0,No
97,6.64,No,3,No
66,5.37,No,2,No
68,9.09,No,3,Yes
90,7.21,Yes,1,No
106,6.14,No,3,No
58,5.91,No,4,No
92,5.7,Yes,5,No
92,6.35,Yes,3,No
120,9.32,No,1,Yes
94,9.54,Yes,1,No
105,9.3,No,5,Yes
102,9.84,Yes,3,Yes
68,9.65,No,2,No
111,7.92,Yes,3,Yes
103,5.67,No,0,No
107,8.81,Yes,1,No
158,5.89,No,3,Yes
68,6.17,Yes,2,No
125,6.17,No,2,No
95,7.35,Yes,2,No
104,6.55,No,4,No
99,5.64,No,4,No
93,7.51,Yes,4,No
91,9.47,Yes,5,Yes
104,8,No,0,No
77,9.1,Yes,0,No
111,5.81,No,5,No
93,5.35,No,3,No
83,7.49,Yes,4,No
93,7.09,No,4,No
118,7.87,Yes,0,No
91,9.07,No,2,No
105,9.26,No,2,No
89,9.31,Yes,5,Yes
111,7.31,Yes,5,No
110,5.65,No,5,No
127,7.92,No,1,No
97,5.69,Yes,5,No
110,6.84,Yes,3,No
101,5.65,Yes,3,No
119,6.8,No,4,No
89,5.15,Yes,0,No
111,5.07,No,3,No
97,8.69,Yes,2,No
99,8.33,No,0,No
101,8.76,Yes,4,No
103,8.33,Yes,5,No
98,5.95,No,4,No
103,6.41,Yes,3,No
123,5.3,Yes,3,No
114,9.55,No,5,Yes
113,8.51,Yes,1,No
93,5.56,Yes,5,No
86,6.34,Yes,5,No
114,9.94,No,3,Yes
113,8.08,Yes,3,Yes
122,8.77,Yes,2,Yes
90,6.55,Yes,2,No
96,6.32,No,0,No
75,9.34,No,3,No
94,8.51,No,3,Yes
114,8.68,No,4,Yes
93,8.01,No,2,Yes
109,7.58,No,4,No
97,8.49,No,3,No
104,6.33,Yes,2,No
82,6.28,Yes,3,No
101,9.16,No,1,No
55,6.51,Yes,5,No
97,7.34,No,4,No
75,8.14,No,2,No
118,9.96,Yes,2,Yes
111,7.41,No,3,Yes
107,7.47,No,3,No
122,9.26,Yes,0,No
85,9,No,0,No
126,8.54,No,4,Yes
113,7.01,No,2,No
96,6.27,No,3,No
117,8.33,No,4,Yes
83,9.35,No,2,No
87,9.71,No,3,No
90,5.74,Yes,0,No
92,6.83,Yes,2,No
84,7.33,No,3,No
118,9.83,No,4,Yes
96,8.31,No,4,No
105,7.08,No,1,No
91,5.61,No,2,No
72,8.14,Yes,4,No
104,5.88,No,2,No
71,8.7,No,4,Yes
98,8.4,Yes,2,No
79,6.88,Yes,2,No
129,6.91,No,2,No
113,9.43,Yes,1,No
101,6.58,No,0,No
118,6.25,No,5,No
87,10.1,Yes,2,Yes
108,9.49,Yes,0,No
102,8.76,No,5,No
103,6.33,Yes,0,No
119,5.7,Yes,0,No
110,5.08,Yes,4,No
104,6.47,Yes,3,No
75,8.46,No,5,Yes
85,6.58,No,0,No
98,8.82,Yes,2,Yes
101,6.64,No,3,No
83,7.47,Yes,4,No
136,9.94,No,1,No
122,5.81,No,0,No
109,6.55,Yes,0,No
101,6.33,Yes,4,No
96,5.15,No,2,No
85,7.77,No,5,No
101,6.69,No,5,No
103,8.95,No,5,No
81,9.29,No,2,No
105,7.39,Yes,3,No
97,5.14,No,3,No
71,8.06,No,2,Yes
87,5.27,No,1,No
93,8.12,Yes,2,No
128,7.96,No,1,No
108,6.18,No,4,No
79,9.09,No,5,Yes
107,9.85,No,1,No
76,9.39,No,5,Yes
116,6.26,No,4,Yes
92,7.48,Yes,5,No
98,9.77,No,5,No
119,7.08,No,0,No
80,9.05,No,2,No
79,4.81,Yes,3,No
91,4.68,Yes,0,No
115,8.59,No,3,Yes
77,8.64,No,1,No
57,8.86,No,2,No
93,9.81,No,2,Yes
108,5.36,Yes,2,No
118,5.71,No,0,No
93,9.39,No,4,No
93,6.25,No,1,No
117,8.41,Yes,0,Yes
71,8.11,No,0,No
94,5.42,Yes,4,No
102,6.21,Yes,3,No
106,7.29,No,3,No
92,9.45,No,2,No
100,8.58,No,0,No
62,8.21,No,4,No
90,7.74,No,4,No
106,6.72,Yes,3,No
85,5.14,No,4,No
100,7.35,Yes,3,No
106,5.17,Yes,3,No
94,5.95,Yes,5,No
102,7.2,No,0,No
85,7.2,Yes,5,No
96,4.87,Yes,1,No
109,7.87,No,5,No
102,7.59,Yes,2,No
91,5.24,Yes,1,No
103,9.31,Yes,4,No
110,5.16,No,5,No
69,8.93,No,1,No
117,4.87,Yes,1,No
94,9.8,No,3,Yes
106,4.81,No,0,No
117,8.71,Yes,4,Yes
79,6.62,No,2,No
89,8.98,No,3,No
95,6.56,Yes,2,No
88,5.05,Yes,0,No
126,8.55,No,1,Yes
87,5.85,Yes,5,No
91,9.68,Yes,1,No
103,4.89,No,0,No
81,7.17,Yes,4,No
94,8.29,No,3,No
104,6.59,Yes,1,No
95,6.39,Yes,5,No
98,8.8,No,0,No
92,9.05,No,3,Yes
77,9.44,No,3,No
104,6.93,No,0,No
126,7.29,No,1,No
100,6.63,No,4,No
103,6.44,No,1,No
110,8.41,Yes,1,No
80,6.82,No,1,No
125,7.49,No,5,No
103,6.64,Yes,1,No
124,8.96,Yes,5,Yes
89,9.17,No,5,No
127,8.18,No,2,Yes
111,7.47,Yes,0,No
108,8.96,No,4,No
103,7.8,No,5,No
96,5.6,Yes,4,No
118,5.95,Yes,2,Yes
102,4.87,No,4,No
70,7.68,Yes,2,No
83,9.19,Yes,2,No
97,7.01,Yes,5,No
104,6.6,No,4,No
99,9.84,Yes,4,No
118,8.74,Yes,1,No
70,8.71,Yes,5,No
102,6.5,Yes,2,No
72,5.46,Yes,3,No
111,4.77,Yes,0,No
98,5.86,Yes,1,No
106,6.56,Yes,5,No
87,7.62,Yes,2,No
119,5.26,No,5,No
115,6.01,No,1,No
108,5.75,No,1,No
98,7.75,No,5,No
108,8.49,No,5,No
89,7.64,Yes,0,No
112,6.1,No,4,Yes
124,6.56,No,4,Yes
116,5.88,Yes,5,No
89,5.85,No,0,No
105,9.63,No,5,No
80,10.28,No,1,No
108,7.77,No,2,No
106,9.91,Yes,4,No
71,8.12,Yes,3,No
82,5.33,Yes,5,No
95,9.85,Yes,5,Yes
95,5.69,No,2,No
81,8.16,Yes,1,No
105,5.78,No,3,No
103,7.41,Yes,2,No
97,7.75,Yes,0,No
88,7.5,No,3,No
115,5.92,No,5,Yes
124,6.56,No,1,No
92,7.03,No,5,No
90,9.51,Yes,3,No
107,9.36,No,0,No
94,7.29,No,4,No
97,5.87,Yes,4,No
111,9.22,Yes,5,Yes
71,5.63,No,4,No
119,5.9,Yes,0,No
101,7.06,No,5,No
93,9.21,No,2,No
98,5.36,Yes,0,No
99,5.92,Yes,3,No
74,7.78,No,2,No
122,6.38,No,4,No
100,7.87,Yes,5,No
106,7.46,No,0,No
114,7.18,No,1,No
84,5.48,Yes,4,No
107,6.2,No,1,No
95,8.76,No,5,Yes
112,9.52,Yes,2,Yes
68,6.56,No,4,No
98,5.76,No,5,No
90,5.65,Yes,0,No
106,7.88,Yes,1,No
107,8.35,No,0,No
89,7.21,Yes,4,No
89,8.29,No,0,No
98,8.77,No,4,No
86,9.33,No,3,Yes
112,5.58,No,0,No
94,6.01,Yes,3,No
56,5.11,No,1,No
94,9.33,No,5,No
84,9.16,No,0,No
75,7.38,No,0,No
81,5.56,No,1,No
101,6.41,Yes,0,No
119,6.21,No,4,No
104,8.05,Yes,3,No
90,6.09,Yes,2,No
106,5.14,Yes,4,No
93,8.62,Yes,2,No
89,6.68,No,1,No
82,7.69,Yes,1,No
73,5.28,No,0,No
94,8.91,No,4,No
102,7.4,No,5,No
98,9.77,No,2,Yes
93,7.43,No,3,No
85,9.92,No,5,No
109,9.28,No,4,Yes
80,8.22,Yes,5,No
111,9.7,No,1,No
84,7.06,No,4,No
88,6.41,No,3,No
77,5.24,Yes,4,No
92,8.22,No,0,No
114,8.71,Yes,5,Yes
107,8.39,No,3,No
114,6.22,No,2,No
107,7.02,Yes,1,No
83,5.63,No,4,No
95,8.3,Yes,3,No
88,5.83,No,0,No
119,9.79,No,0,No
82,6.04,Yes,2,No
113,6.4,No,1,No
113,9.28,Yes,0,No
127,7.18,Yes,1,No
93,5.53,No,3,No
110,7.82,Yes,4,No
134,5.37,No,2,No
90,9.43,No,0,No
76,8.34,Yes,4,No
